track_id,condition,frame,time_min,x_um,y_um
C258,control,23,23,84.67727852813802,190.60858797539868
C258,control,24,24,90.56420854662416,192.94258182352394
C258,control,25,25,82.82489838924968,192.89465900416636
C258,control,26,26,80.29950890428901,189.95594511300965
C258,control,27,27,78.92962145577236,190.55827727826878
C258,control,28,28,77.18573173676658,194.101663166179
C258,control,29,29,77.40768789618038,199.34824414706998
C259,control,0,0,57.84608118973,148.80359459801772
C259,control,1,1,58.28093554465148,147.90409677617419
C259,control,2,2,56.28466809303107,146.41974140706193
C259,control,3,3,57.21877673685558,144.48744659437878
C259,control,4,4,51.01476947938326,140.75183609425713
C259,control,5,5,50.38023567744089,141.44082836871198
C259,control,6,6,53.10423573519697,143.5674117080519
C259,control,7,7,51.937965082076474,144.44939024678865
C259,control,8,8,49.22680401986693,142.97985039954483
C259,control,9,9,52.635062803918714,139.82526096850407
C259,control,10,10,57.98123536303966,140.0125982596144
C259,control,11,11,57.20510003557104,135.92756822433242
C259,control,12,12,57.95617774932041,135.1420625467429
C259,control,13,13,58.15997051635858,136.16713522385055
C259,control,14,14,59.09885414927945,139.51224474749992
C259,control,15,15,56.276580766775,140.81929944418732
C259,control,16,16,53.11756496950049,137.5248117174449
C259,control,17,17,53.59893141092481,138.88417745494002
C259,control,18,18,57.98189576920635,130.33456301903573
C259,control,19,19,53.39720011402758,134.17021833464068
C259,control,20,20,53.3735124467932,136.9963292248347
C259,control,21,21,51.60789443907563,139.3981869491001
C259,control,22,22,55.5906812801151,132.46852343866772
C259,control,23,23,51.47381656732783,130.73514674632744
C259,control,24,24,53.82561524977601,132.05231520155806
C259,control,25,25,56.97320257680213,131.49523628125348
C259,control,26,26,56.28826283801176,131.8131113796371
C259,control,27,27,56.08039287033313,129.934217259368
C259,control,28,28,54.52712813702997,130.67660082773193
C259,control,29,29,52.23793245027751,134.56216701327335
C260,control,0,0,116.9914762058696,114.53657733901201
C260,control,1,1,114.23167664502112,121.14650015106555
C260,control,2,2,109.82074376404483,122.32896484772125
C260,control,3,3,111.53669016113442,123.23572602370281
C260,control,4,4,115.6739435810331,116.58798292407512
C260,control,5,5,112.47956443040474,113.68832406140498
C260,control,6,6,115.53511987394576,113.72683843056357
C260,control,7,7,112.38044654978152,110.61702331535987
C260,control,8,8,113.47696175770986,110.45820171560106
C260,control,9,9,115.08291915936302,114.92477480605483
C260,control,10,10,112.52798049649215,113.84311738644402
C260,control,11,11,113.67604579569249,112.96461524913472
C260,control,12,12,111.73841250031094,109.84075853367634
C260,control,13,13,108.99600577269533,109.87264426162261
C260,control,14,14,105.62263028436998,102.82364049763504
C260,control,15,15,114.25094506906515,101.57042561931029
C260,control,16,16,114.01392042161608,104.97916674583225
C260,control,17,17,112.13230606278422,102.70059816033792
C260,control,18,18,114.39744928888199,100.80264864067105
C260,control,19,19,117.70485299167211,103.84316305980761
C260,control,20,20,115.97942951031193,102.15179207868007
C260,control,21,21,110.80939945003462,98.28700810116246
C260,control,22,22,113.67816037499608,95.57104586777542
C260,control,23,23,115.60301885269195,97.71437935926494
C260,control,24,24,113.82177141790234,100.64354408330111
C260,control,25,25,113.45614434989693,104.51728515968185
C260,control,26,26,111.36008323024556,103.52062306283264
C260,control,27,27,110.33788548004352,103.13912937616354
C260,control,28,28,108.11688230124282,104.41411942969368
C260,control,29,29,110.15616933300775,107.00559348979361
C261,control,0,0,136.64117634143935,183.24842508252445
C261,control,1,1,133.58788655877126,185.11833393268572
C261,control,2,2,132.41893890705336,182.26345877986057
C261,control,3,3,130.89973564516694,182.8963987464655
C261,control,4,4,133.82192398101026,184.19477392566768
C261,control,5,5,134.33669407783563,181.89699944156678
C261,control,6,6,136.31692148712378,180.20278566353343
C261,control,7,7,138.81188508551082,180.52923479166773
C261,control,8,8,138.14588419735264,180.45226647846042
C261,control,9,9,132.39718758199817,187.61686546475164
C261,control,10,10,133.2999813242721,189.6616013546244
C261,control,11,11,129.64380092889752,191.41033273767562
C261,control,12,12,129.87223943093844,191.70323529399315
C261,control,13,13,136.5438353154782,198.59783005389085
C261,control,14,14,138.18174466005493,198.4491905718636
C261,control,15,15,135.5564388303055,197.67538102628689
C261,control,16,16,135.92424668367647,195.78088945525826
C261,control,17,17,139.104928440381,192.84135598072712
C261,control,18,18,140.04964491338578,193.46802227680587
C261,control,19,19,141.60575525504507,198.3403001728848
C261,control,20,20,141.75512270347272,198.39069058708603
C261,control,21,21,139.151678317032,196.37664303764205
C261,control,22,22,131.9663388980304,198.25904275405586
C261,control,23,23,129.53194472224453,198.70467238726206
C261,control,24,24,131.12775181082608,194.7837405354996
C261,control,25,25,130.74353111661748,197.47299668424526
C261,control,26,26,132.2551902706834,197.0363997534976
C261,control,27,27,136.34021880983715,197.5113788260954
C261,control,28,28,134.50587811894417,197.84095128920157
C261,control,29,29,128.98022970282096,199.40321832011608
C262,control,0,0,21.518859631821783,80.67885568214757
C262,control,1,1,22.446182384717947,85.15246264505784
C262,control,2,2,21.460366741503467,85.42335815412993
C262,control,3,3,23.387982137840957,84.25116049758593
C262,control,4,4,17.741858168468944,85.6456966799871
C262,control,5,5,14.86774067546108,90.15693544266868
C262,control,6,6,10.441993969354392,85.42027793081837
C262,control,7,7,9.16360220069589,82.41356492996555
C262,control,8,8,6.698058320932312,79.94685530896679
C262,control,9,9,0.5569837506783886,75.66481217226769
C262,control,10,10,4.710410995709056,78.23819994971913
C262,control,11,11,6.615631677465002,75.74914117380403
C262,control,12,12,3.911767318671059,79.37642793749292
C262,control,13,13,2.993142494493128,81.90451201370801
C262,control,14,14,1.0852732867034547,84.58950855138086
C262,control,15,15,1.7739675412418023,86.68592620636726
C262,control,16,16,2.4551636913911317,80.80743924236955
C262,control,17,17,7.985718976938362,77.32624926353026
C262,control,18,18,7.745197531469714,75.75800668796184
C262,control,19,19,7.423934099929346,74.73394961566807
C262,control,20,20,5.720356121489153,78.90875771737565
C262,control,21,21,7.070946297001019,82.29023408186389
C262,control,22,22,4.996956635826964,81.13978983263506
C262,control,23,23,6.488913520862864,84.55224728625285
C262,control,24,24,4.908172491291346,78.55648740226457
C262,control,25,25,0.1259592123915354,74.53583942822662
C262,control,26,26,0.704322490870591,68.14340675766269
C262,control,27,27,0.8467635797494495,71.38863460609168
C262,control,28,28,1.796005957189179,76.40841516739214
C262,control,29,29,1.899342241418207,76.27936955748697
C263,control,0,0,104.43234933246059,56.80648281470266
C263,control,1,1,105.08879258414791,60.0711178063603
C263,control,2,2,104.58561747008835,59.501624664519255
C263,control,3,3,109.58415777579795,60.35351250375501
C263,control,4,4,113.91118891557906,61.780102181822734
C263,control,5,5,117.17607694800006,62.403638660399395
C263,control,6,6,113.16284189622363,64.87801450328493
C263,control,7,7,115.84375004971601,59.90073891823244
C263,control,8,8,114.22867278846736,63.455587012872904
C263,control,9,9,118.34298679573806,64.46012474871152
C263,control,10,10,116.84630535873423,62.4563750693855
C263,control,11,11,113.76261265439538,59.41239551360438
C263,control,12,12,112.99722926255895,59.40678459449672
C263,control,13,13,111.12794770980055,59.17292443746907
C263,control,14,14,108.72881671651375,56.06594724433648
C263,control,15,15,108.3123772641397,55.580822709128
C263,control,16,16,104.48586119530891,53.72173937781721
C263,control,17,17,103.04493274139092,55.529276376489264
C263,control,18,18,99.58492178312905,57.81504683129705
C263,control,19,19,99.10868076220798,61.59161098290058
C263,control,20,20,102.2045887298528,62.589958061510025
C263,control,21,21,102.65388628400672,59.54438294435508
C263,control,22,22,108.90070945089856,62.52908918849859
C263,control,23,23,105.07330721620396,64.80199816402435
C263,control,24,24,103.33183488825905,70.04973788563652
C263,control,25,25,98.6053527106677,69.99201099390915
C263,control,26,26,96.33376766730962,71.27264700398703
C263,control,27,27,93.01551743414817,75.47337982465913
C263,control,28,28,91.51472692569521,76.8407103523776
C263,control,29,29,96.59896493591064,79.96202543172649
C264,control,0,0,94.62353158526149,106.15522691602028
C264,control,1,1,95.36962791895766,105.35943297989895
C264,control,2,2,97.98070031536008,110.84751839910535
C264,control,3,3,101.11128188252214,109.89412484052923
C264,control,4,4,99.81686608126702,116.00738643672176
C264,control,5,5,94.33523765376854,111.95618482799168
C264,control,6,6,98.11970953772928,111.49347565682169
C264,control,7,7,97.56651907019184,113.41027371786993
C264,control,8,8,93.1803487248605,118.04991085410471
C264,control,9,9,90.94217934170423,116.90294512256847
C264,control,10,10,89.17295206724003,114.03975841088965
C264,control,11,11,94.75024173258744,118.37641232636358
C264,control,12,12,91.43629402156522,119.35364181280833
C264,control,13,13,96.137946327774,117.96142869233746
C264,control,14,14,91.16780665015467,117.95690731204274
C264,control,15,15,88.126347641366,114.19010152535988
C264,control,16,16,89.23038622210758,114.14468027305074
C264,control,17,17,84.58483718249006,112.78619188243123
C264,control,18,18,81.19985498259133,112.27102214930315
C264,control,19,19,78.53353612155672,115.42497718969383
C264,control,20,20,80.24951052023884,117.7217605382294
C264,control,21,21,78.6768978704592,120.52938411436295
C264,control,22,22,83.75374959898303,124.37527265844886
C264,control,23,23,87.56538636014257,123.21613269231923
C264,control,24,24,87.99752887427563,127.58407338206331
C264,control,25,25,86.59419660035861,126.0002202524305
C264,control,26,26,83.4875819711844,129.67673050191524
C264,control,27,27,91.06081154550715,127.98261965649195
C264,control,28,28,92.67232698536394,131.82142998315734
C264,control,29,29,94.79944629275609,132.43281720593248
C265,control,0,0,60.215523200751186,25.94607150640462
C265,control,1,1,58.72763982032128,21.881624256855538
C265,control,2,2,58.11595814265659,18.6044313433282
C265,control,3,3,59.058489049659464,19.626216408280868
C265,control,4,4,63.03167854251912,14.731023942214179
C265,control,5,5,64.53032002964342,19.927568637350486
C265,control,6,6,68.97341852808107,18.492298354085392
C265,control,7,7,67.90778517349497,17.99588025303578
C265,control,8,8,68.9466614677987,17.51787724959862
C265,control,9,9,70.94698871446896,16.932720181115695
C265,control,10,10,67.31970521889785,19.510218276803403
C265,control,11,11,63.49141349634079,18.17730144161569
C265,control,12,12,62.45005867783998,23.49952148860647
C265,control,13,13,61.650352491595804,21.943123103513955
C265,control,14,14,64.12341338043328,21.209651510055433
C265,control,15,15,61.59336813039123,20.50318359989656
C265,control,16,16,65.18366345555935,16.31626709620689
C265,control,17,17,64.42780151099879,14.780674348825038
C265,control,18,18,61.85004829210821,15.409141278048454
C265,control,19,19,65.19051178722385,17.878384851347228
C265,control,20,20,64.7812056483824,15.587110399445919
C265,control,21,21,68.32097685132359,17.5543386609654
C265,control,22,22,71.80136723051982,17.221937707324894
C265,control,23,23,73.72707194549261,16.20607167188766
C265,control,24,24,82.2508066327779,14.131528506673925
C265,control,25,25,83.54510526409464,10.14387092747317
C265,control,26,26,86.15618544255098,11.942827159600515
C265,control,27,27,83.07610733860056,13.079443597777802
C265,control,28,28,81.49058142865597,11.184086526689162
C265,control,29,29,84.48199719833173,10.220203942403426
C266,control,0,0,22.860754289427064,5.443125993798659
C266,control,1,1,24.88657107222244,3.175992913056161
C266,control,2,2,26.06847113776778,7.514585036285334
C266,control,3,3,26.57773305788381,3.8051379785014547
C266,control,4,4,27.7037154722925,2.171579408735827
C266,control,5,5,27.27326121846984,1.2235602052672936
C266,control,6,6,25.700650327332596,1.149645303876599
C266,control,7,7,24.549180538022085,3.1599456230369087
C266,control,8,8,22.298019308576386,4.253020146103749
C266,control,9,9,21.366640353035447,5.7824395205800485
C266,control,10,10,23.055035491191447,8.676102476635583
C266,control,11,11,27.820058237998822,7.016594697300115
C266,control,12,12,22.927567813002828,12.226489400937208
C266,control,13,13,24.954967145081866,8.52063845775944
C266,control,14,14,24.803655186856243,6.210809169755489
C266,control,15,15,28.709694353796884,5.718274742864561
C266,control,16,16,31.940942652093277,7.331051383785667
C266,control,17,17,29.835635901408622,7.592690600369969
C266,control,18,18,34.44417443731432,9.607107803212461
C266,control,19,19,31.321578521074883,15.637391243965215
C266,control,20,20,32.27227641578617,11.297176049042267
C266,control,21,21,35.809931775154425,8.897349815359135
C266,control,22,22,31.02422263086417,7.806300756050185
C266,control,23,23,28.247243347302522,13.393104582380197
C266,control,24,24,29.110041422199675,13.227493392426224
C266,control,25,25,27.360089220405943,11.628715964687522
C266,control,26,26,33.11542166654225,11.291287893089962
C266,control,27,27,36.64176038941632,7.060649535664417
C266,control,28,28,35.614154596061304,3.0278741787473056
C266,control,29,29,32.21854339171101,2.9695410738275267
C267,control,0,0,197.354501951375,189.38330055632207
C267,control,1,1,196.96775920727978,194.5719857472323
C267,control,2,2,199.26853555604725,197.15147555805765
C267,control,3,3,199.46239725038953,196.21770810725195
C267,control,4,4,194.0475973390572,194.64492118966976
C267,control,5,5,193.64511186771654,195.09251614193462
C267,control,6,6,190.15214785022613,188.83969869378348
C267,control,7,7,192.93004466233236,191.726256430074
C267,control,8,8,190.11580940674986,190.68058780223657
C267,control,9,9,184.05911905799292,187.8068959114174
C267,control,10,10,182.44779868970926,187.6641540717962
C267,control,11,11,180.57963766847442,188.6526318995188
C267,control,12,12,182.786693212103,187.71289861107263
C267,control,13,13,183.07195130629157,182.6234260581042
C267,control,14,14,180.49647347273964,185.29215833842727
C267,control,15,15,177.48855058044313,183.85539529983134
C267,control,16,16,175.9580327422098,182.98987174749655
C267,control,17,17,175.61634980575127,179.07976384626983
C267,control,18,18,178.10085429973535,182.32732767757312
C267,control,19,19,177.26354373832308,182.9214806068225
C267,control,20,20,177.2172427467045,184.48881079673632
C267,control,21,21,176.38464524087627,190.73525034718435
C267,control,22,22,179.47510737795986,188.92484486990463
C267,control,23,23,175.52575748765284,192.89699153372376
C267,control,24,24,174.1426777218566,188.31378168454452
C267,control,25,25,177.62220926439494,184.18452612317452
C267,control,26,26,176.20593458677385,180.77727572355727
C267,control,27,27,176.0273178174767,181.77664950173744
C267,control,28,28,175.35198049657495,179.2537573259357
C267,control,29,29,175.9186383128552,181.47999278118465
C268,control,0,0,96.6738457797968,7.114806149945863
C268,control,1,1,91.06735587516611,9.088435145962242
C268,control,2,2,92.37606700243032,9.131418738031892
C268,control,3,3,89.92938771717428,7.761810023985825
C268,control,4,4,93.02219111343719,9.023193267040236
C268,control,5,5,91.82679872812916,5.389400313603036
C268,control,6,6,94.8083683533147,2.3007756018383954
C268,control,7,7,97.99003741779889,0.9476933746410556
C268,control,8,8,96.52599902539029,3.234959697851552
C268,control,9,9,96.06902568138976,1.902244165306898
C268,control,10,10,98.58502311199304,0.7191102648536389
C268,control,11,11,92.11544744226329,2.9598653821877203
C268,control,12,12,92.65283345195031,0.056402518312722805
C268,control,13,13,89.28536479847159,4.001548017180994
C268,control,14,14,88.88968212687769,4.90811077052191
C268,control,15,15,93.27657961269642,7.868325339789816
C268,control,16,16,100.55947631231511,5.460663452430893
C268,control,17,17,102.3275100469568,8.724718654064908
C268,control,18,18,100.11673540751653,8.909705289531583
C268,control,19,19,101.53076947277165,9.479812067381813
C268,control,20,20,94.24764460235909,10.002126392958951
C268,control,21,21,88.95474190542389,8.39572290820437
C268,control,22,22,90.02247244905014,6.626806366199956
C268,control,23,23,93.44058658019617,5.731294714134929
C268,control,24,24,96.57482985003898,5.565561482271067
C268,control,25,25,97.0075510899192,4.048108440695213
C268,control,26,26,101.73761320429199,5.129824291221427
C268,control,27,27,107.74324658242914,9.407211671974085
C268,control,28,28,109.676528972276,13.890582399242097
C268,control,29,29,105.95261304211353,12.76639579276188
C269,control,0,0,185.82095419709916,57.36957663933746
C269,control,1,1,185.75816057471505,53.7049588094505
C269,control,2,2,187.32236340427735,54.87804692685325
C269,control,3,3,189.8211547343924,51.80893311219595
C269,control,4,4,187.64535382319812,51.99206062708208
C269,control,5,5,191.14271186932194,56.54965869114071
C269,control,6,6,195.11459627418418,57.29258297695554
C269,control,7,7,197.1252849083043,63.726335991064595
C269,control,8,8,199.27234487629877,61.16807856339082
C269,control,9,9,199.27841226927637,64.12763539805859
C269,control,10,10,196.47282640906562,68.13110829386457
C269,control,11,11,197.99819460860394,64.97119126532115
C269,control,12,12,197.19465843458593,62.96104910158286
C269,control,13,13,199.04182476906698,71.29209693154306
C269,control,14,14,198.6461771189187,74.74973454292227
C269,control,15,15,193.10753957797345,72.51180503231272
C269,control,16,16,194.28941678978325,74.4126380250792
C269,control,17,17,194.92119949472826,74.42304768152383
C269,control,18,18,194.4552832476765,76.23541121792626
C269,control,19,19,197.8942396346725,78.63620292698957
C269,control,20,20,199.89737195518248,80.24813231871973
C269,control,21,21,195.24861231759948,79.12122962437289
C269,control,22,22,197.96203727223568,73.98477708606495
C269,control,23,23,197.76960804744,74.26865080991226
C269,control,24,24,197.4576020476001,80.3328029696657
C269,control,25,25,196.30809144902963,78.6815965713663
C269,control,26,26,198.19120947112896,81.83656498088271
C269,control,27,27,198.6694069098678,84.48370041562785
C269,control,28,28,197.76985464534116,84.76608417368254
C269,control,29,29,197.51674563520527,85.36362205978696
C270,control,0,0,7.011145274458586,170.63462633388153
C270,control,1,1,7.0191149211253085,172.09238700487163
C270,control,2,2,9.365260571176043,173.8831682281948
C270,control,3,3,14.049742728351646,175.04455904989447
C270,control,4,4,15.296303083091617,174.22858938039485
C270,control,5,5,15.78707792253747,173.5468883754299
C270,control,6,6,6.774210242783914,173.22077728506358
C270,control,7,7,9.184400773864477,170.47284905721298
C270,control,8,8,7.779113917384926,169.42304262193082
C270,control,9,9,13.004745654725113,168.6993360201454
C270,control,10,10,12.716016898067782,167.30353688025068
C270,control,11,11,11.592743233385036,167.2434490721621
C270,control,12,12,16.412235346429707,168.45098104946663
C270,control,13,13,12.281493104031426,170.2041611722126
C270,control,14,14,13.412315770805515,170.9244880214269
C270,control,15,15,19.828614905219816,167.7116339129667
C270,control,16,16,19.364117167974307,167.7965549908968
C270,control,17,17,16.329188855432747,165.65016829323056
C270,control,18,18,14.083087129222235,167.5722724470236
C270,control,19,19,11.177931503246292,169.70995833127876
C270,control,20,20,9.566656398890835,168.67988301991414
C270,control,21,21,3.0252558877164972,169.19936124338767
C270,control,22,22,1.5822863314026627,165.79103240076984
C270,control,23,23,5.555492812823329,162.87628174489507
C270,control,24,24,3.8014186135818164,158.3507898945956
C270,control,25,25,0.4612181285820034,157.70604216014868
C270,control,26,26,8.009513695294459,151.52207785764233
C270,control,27,27,8.174144577523387,150.22468998753013
C270,control,28,28,11.252738835497354,147.19428643708974
C270,control,29,29,13.546672888611232,151.91721297824645
C271,control,0,0,136.38572504729737,99.12549979896748
C271,control,1,1,136.99177359741185,97.08848582358966
C271,control,2,2,135.02581712387664,101.71346326203941
C271,control,3,3,139.24092532140065,104.379247009701
C271,control,4,4,142.01664125029603,107.58189632428326
C271,control,5,5,143.7966710771984,108.42302947518391
C271,control,6,6,148.76007416922565,111.65549088956516
C271,control,7,7,151.2093476404641,111.87336186773301
C271,control,8,8,151.78606470821825,110.86922270493197
C271,control,9,9,151.76746809659207,108.79622926050419
C271,control,10,10,161.01184374058255,110.23496926143207
C271,control,11,11,156.24553032995422,113.35140693828264
C271,control,12,12,153.74298441541353,109.1830789258032
C271,control,13,13,149.42766488066982,112.22711404889846
C271,control,14,14,141.48404988193673,111.58856271683571
C271,control,15,15,134.07341002230837,111.59440835838889
C271,control,16,16,141.65918230785186,113.76397854560838
C271,control,17,17,142.7941134192202,114.26223671349783
C271,control,18,18,142.991271317728,112.42642331480786
C271,control,19,19,138.82233007776554,116.39803882309893
C271,control,20,20,136.6113817559614,117.69242318616814
C271,control,21,21,134.1533737259824,120.00832848540014
C271,control,22,22,136.52666332471463,118.52508173734859
C271,control,23,23,130.94474089442923,118.57418853806455
C271,control,24,24,131.16247088673668,116.55479152690607
C271,control,25,25,129.42978672130323,118.39942297124188
C271,control,26,26,125.03197065851649,116.86225270174252
C271,control,27,27,129.6878624246289,119.31203686822352
C271,control,28,28,130.22881701386714,113.27808304374375
C271,control,29,29,134.22655062536214,114.15580245580985
C272,control,0,0,64.84274449947674,33.87020798983238
C272,control,1,1,64.85584493202344,33.08909018648818
C272,control,2,2,63.97708700823499,35.225159379462525
C272,control,3,3,61.12765830190876,31.695356166087453
C272,control,4,4,61.4299152436478,32.11799407668348
C272,control,5,5,61.08561553157259,38.116421682800066
C272,control,6,6,56.853434140626064,42.886679726339764
C272,control,7,7,57.6530844262066,44.843177436391585
C272,control,8,8,58.84435657227913,49.650587332633144
C272,control,9,9,57.89069164472669,47.05628513961264
C272,control,10,10,61.538927265022906,47.45518392678262
C272,control,11,11,67.40030504968888,48.49795224276956
C272,control,12,12,66.85652172512312,46.47323906522567
C272,control,13,13,67.11554410844298,51.449231778390356
C272,control,14,14,65.66515756804887,49.869149744943975
C272,control,15,15,63.60053363002245,51.662500617392546
C272,control,16,16,60.43510873244139,47.553854673051326
C272,control,17,17,62.35030354537267,50.606111221226534
C272,control,18,18,61.157703868631465,50.69586413256448
C272,control,19,19,63.90052567378146,50.54976465720222
C272,control,20,20,63.70129297470363,48.90894077768704
C272,control,21,21,64.0552355674831,48.9841322523815
C272,control,22,22,61.93927294628708,52.09326280080741
C272,control,23,23,67.57601281791511,47.70590921560067
C272,control,24,24,66.5640997737405,49.88718793914246
C272,control,25,25,66.11874997043505,49.8445535325897
C272,control,26,26,68.69416260981235,44.57077377294976
C272,control,27,27,68.2522976363263,45.67516723689856
C272,control,28,28,69.0705870651001,39.83468438065323
C272,control,29,29,68.44070276555362,40.30798601584136
C273,control,0,0,91.65213081273617,95.9781324558805
C273,control,1,1,89.19982586935218,103.6944285927717
C273,control,2,2,95.14342769165428,101.9657210744734
C273,control,3,3,99.09330174878734,101.04652649582229
C273,control,4,4,102.99156479540999,98.58059628578788
C273,control,5,5,102.1209721115978,101.15934418870705
C273,control,6,6,100.1243601401055,97.69419153001465
C273,control,7,7,97.87469659007881,96.22469256610259
C273,control,8,8,96.16776399994687,97.22033766436695
C273,control,9,9,97.28117868410223,95.89845512956259
C273,control,10,10,99.43132527176141,92.04341157118397
C273,control,11,11,103.0714707635423,96.0629544230412
C273,control,12,12,103.77956162410557,96.92080457454689
C273,control,13,13,98.75932587697203,96.99652392157134
C273,control,14,14,99.14974597634804,99.07175707141859
C273,control,15,15,105.60436312619908,95.28754233949498
C273,control,16,16,103.1741410396158,94.48354066572989
C273,control,17,17,100.41389033958035,96.27727352445517
C273,control,18,18,98.62953942133947,98.3307921384517
C273,control,19,19,95.12622577997413,96.1836151649244
C273,control,20,20,99.59076267732438,100.3846450740887
C273,control,21,21,100.86474193255823,100.82017245692347
C273,control,22,22,100.33913318005062,102.14161254086457
C273,control,23,23,99.9924875072095,101.6775158474685
C273,control,24,24,101.23649788336493,101.63239220250496
C273,control,25,25,105.12833601926788,100.2248523307299
C273,control,26,26,102.59197676816815,101.46327005706574
C273,control,27,27,100.81646336108159,103.68155772515458
C273,control,28,28,99.86827947202612,105.04467705248943
C273,control,29,29,99.91976631492093,103.57598889971348
C274,control,0,0,112.08410896539417,74.63161357436863
C274,control,1,1,112.13850152709679,73.92334113511126
C274,control,2,2,115.04361361562603,73.35853605730753
C274,control,3,3,119.09198178606864,74.39079728622936
C274,control,4,4,115.35605889056225,74.80124793784557
C274,control,5,5,113.03320689026874,77.95304956091601
C274,control,6,6,112.3104270346964,74.252123631086
C274,control,7,7,115.41995745011167,74.6257614443132
C274,control,8,8,116.79618662532927,70.7075102885681
C274,control,9,9,122.56500600051861,71.19279197478735
C274,control,10,10,127.07517618465823,68.71069983130968
C274,control,11,11,124.8332584651446,64.36902719724482
C274,control,12,12,129.47189502113324,66.59674843565509
C274,control,13,13,131.07826588760236,62.574225677138976
C274,control,14,14,137.61416030276533,63.516978913402376
C274,control,15,15,133.16415386700845,63.150731746592456
C274,control,16,16,130.68518613018574,65.34424865729052
C274,control,17,17,130.92941388500233,72.10067435253961
C274,control,18,18,127.5659523059607,73.56049147572043
C274,control,19,19,128.89226411527727,75.6338219033792
C274,control,20,20,130.76569459444315,75.66198775314112
C274,control,21,21,133.45449103140126,79.13437608558183
C274,control,22,22,131.32160560551162,83.26182465660723
C274,control,23,23,130.76237828145122,78.48793256546688
C274,control,24,24,129.42896219933914,72.82837065384504
C274,control,25,25,129.7663060510212,69.39355910980247
C274,control,26,26,131.55859937429244,69.27921424746282
C274,control,27,27,130.47229506424017,70.27390573218197
C274,control,28,28,137.19585972648136,69.91392326534992
C274,control,29,29,139.24820453450513,71.20804247175423
C275,control,0,0,134.77498969484344,12.655477523116732
C275,control,1,1,127.75504575558121,17.790349889727313
C275,control,2,2,124.26379124227171,21.1634772629454
C275,control,3,3,128.42488055277218,20.87905445092525
C275,control,4,4,131.54085223567938,23.285468410743395
C275,control,5,5,135.22641276801696,18.837134068362566
C275,control,6,6,133.3836324491137,15.801018493538711
C275,control,7,7,133.0711859309985,16.534980172252524
C275,control,8,8,131.54248079001158,18.48062676611764
C275,control,9,9,130.53938127269416,16.01896566970023
C275,control,10,10,133.91196464721935,13.315750185748739
C275,control,11,11,137.4657289539268,13.249856485209017
C275,control,12,12,133.96391029260818,13.932959921107395
C275,control,13,13,129.48487486986724,15.941356921329376
C275,control,14,14,135.64377976493068,15.630774310607306
C275,control,15,15,136.31061716032613,13.100815931279548
C275,control,16,16,142.80820358213293,13.62522761132805
C275,control,17,17,144.5678307204013,11.773146758482403
C275,control,18,18,146.37681551795117,9.782510968991458
C275,control,19,19,144.02608027699625,7.244907675254726
C275,control,20,20,146.78260333404148,9.755847680122459
C275,control,21,21,143.6315370746594,8.040902435129738
C275,control,22,22,146.14400734929717,10.372420657535127
C275,control,23,23,142.0009621368299,12.069868378309781
C275,control,24,24,137.87954636181675,19.96485504554426
C275,control,25,25,136.98101771397975,20.64758950511453
C275,control,26,26,141.62916095129768,16.982952015808372
C275,control,27,27,140.2296030980102,15.511429038518484
C275,control,28,28,141.3366998681163,11.106308258134646
C275,control,29,29,141.64762318548833,13.009655308778115
C276,control,0,0,88.05429668818681,143.67854671591448
C276,control,1,1,87.01716801869358,141.96323905687808
C276,control,2,2,87.72076698920968,139.94361479156777
C276,control,3,3,80.70308165070631,143.13837506154726
C276,control,4,4,80.17098935043911,142.6260265191741
C276,control,5,5,79.16593160973049,140.69132698324523
C276,control,6,6,81.43355532865331,143.30423312912293
C276,control,7,7,78.48578869728037,144.6359673180276
C276,control,8,8,80.48043637491699,142.06804716011044
C276,control,9,9,83.36003319739513,139.853865855797
C276,control,10,10,87.39672756994948,139.39138693967638
C276,control,11,11,86.41087971909396,138.24523057640144
C276,control,12,12,86.00403665028442,137.27656680591284
C276,control,13,13,82.01560286940584,143.485431761129
C276,control,14,14,82.3018041729128,142.91569621929838
C276,control,15,15,77.94882367612323,138.69283987178702
C276,control,16,16,75.91673498918406,141.95970504819627
C276,control,17,17,73.81934464693451,144.2158811236516
C276,control,18,18,73.65558742523814,150.04948987258246
C276,control,19,19,75.82251006366317,148.43305961120075
C276,control,20,20,75.93022150542872,142.93878112028614
C276,control,21,21,78.74613190286873,142.26918888047405
C276,control,22,22,74.09265058113002,141.66057753047886
C276,control,23,23,69.01833795206817,140.32121457932212
C276,control,24,24,69.52497304237903,141.16308447037133
C276,control,25,25,67.27204415511015,142.3155969108511
C276,control,26,26,68.93433342686993,141.9558334086766
C276,control,27,27,73.3742135683297,143.7369064569736
C276,control,28,28,74.40907185512773,146.39583589831744
C276,control,29,29,82.90929003391788,150.48239488656958
C277,control,0,0,30.91486953182674,69.12898297862196
C277,control,1,1,34.60592150591631,68.46342303347508
C277,control,2,2,37.89835872622581,62.19439154753687
C277,control,3,3,37.79242934957796,59.96364821004702
C277,control,4,4,34.766747817714744,65.49044885761074
C277,control,5,5,33.094638065140295,67.69520180338537
C277,control,6,6,33.834346314120424,67.5218156029162
C277,control,7,7,33.10220469750121,65.66752450083163
C277,control,8,8,29.384500143512902,62.652714434646185
C277,control,9,9,31.926038995928646,66.59432642848799
C277,control,10,10,31.088743408474954,65.29082649613694
C277,control,11,11,30.30636307691445,64.9022664940546
