track_id,condition,frame_start,frame_end,time_min_start,time_min_end,step_distance_um,step_speed_um_min,is_arrested
I01,injury,1,2,1,2,0.6618555039016377,0.6618555039016377,True
I01,injury,2,3,2,3,4.382253137756427,4.382253137756427,False
I01,injury,3,4,3,4,5.423227801722678,5.423227801722678,False
I01,injury,4,5,4,5,4.635797307112876,4.635797307112876,False
I01,injury,5,6,5,6,4.6170274241018925,4.6170274241018925,False
I01,injury,6,7,6,7,1.7120170112694175,1.7120170112694175,True
I01,injury,7,8,7,8,3.985593942005959,3.985593942005959,False
I01,injury,8,9,8,9,5.070408787619775,5.070408787619775,False
I01,injury,9,10,9,10,4.1655447810645025,4.1655447810645025,False
I01,injury,10,11,10,11,6.51260609566173,6.51260609566173,False
I01,injury,11,12,11,12,3.419772143643277,3.419772143643277,False
I01,injury,12,13,12,13,2.563283050933292,2.563283050933292,False
I01,injury,13,14,13,14,4.87319652545776,4.87319652545776,False
I01,injury,14,15,14,15,0.8248363401238327,0.8248363401238327,True
I01,injury,15,16,15,16,0.5731444316727926,0.5731444316727926,True
I01,injury,16,17,16,17,3.538144933172255,3.538144933172255,False
I01,injury,17,18,17,18,4.2450504140295235,4.2450504140295235,False
I01,injury,18,19,18,19,3.5858983241391567,3.5858983241391567,False
I01,injury,19,20,19,20,3.014731789107096,3.014731789107096,False
I01,injury,20,21,20,21,1.906691844850257,1.906691844850257,True
I01,injury,21,22,21,22,2.37154483870965,2.37154483870965,False
I01,injury,22,23,22,23,2.932354766793745,2.932354766793745,False
I01,injury,23,24,23,24,2.1215908391503775,2.1215908391503775,False
I01,injury,24,25,24,25,9.66031660714372,9.66031660714372,False
I01,injury,25,26,25,26,12.832909331081009,12.832909331081009,False
I01,injury,26,27,26,27,1.5364481592956678,1.5364481592956678,True
I01,injury,27,28,27,28,4.790055117342971,4.790055117342971,False
I01,injury,28,29,28,29,3.615994079409864,3.615994079409864,False
I02,injury,0,1,0,1,4.869128610998776,4.869128610998776,False
I02,injury,1,2,1,2,3.034439633526604,3.034439633526604,False
I02,injury,2,3,2,3,1.1342248065610758,1.1342248065610758,True
I02,injury,3,4,3,4,4.954037582052755,4.954037582052755,False
I02,injury,4,5,4,5,4.10488725304018,4.10488725304018,False
I02,injury,5,6,5,6,1.0974542186559317,1.0974542186559317,True
I02,injury,6,7,6,7,1.3035319729043104,1.3035319729043104,True
I02,injury,7,8,7,8,3.1777744594762414,3.1777744594762414,False
I02,injury,8,9,8,9,5.136789787885988,5.136789787885988,False
I02,injury,9,10,9,10,4.71342613078718,4.71342613078718,False
I02,injury,10,11,10,11,1.4882307208009744,1.4882307208009744,True
I02,injury,11,12,11,12,5.43591691838713,5.43591691838713,False
I02,injury,12,13,12,13,1.8001195699544639,1.8001195699544639,True
I02,injury,13,14,13,14,4.353026480389703,4.353026480389703,False
I02,injury,14,15,14,15,0.9281723888346168,0.9281723888346168,True
I02,injury,15,16,15,16,3.446153423740737,3.446153423740737,False
I02,injury,16,17,16,17,6.497048182502295,6.497048182502295,False
I02,injury,17,18,17,18,3.161609429246299,3.161609429246299,False
I02,injury,18,19,18,19,2.314908786182401,2.314908786182401,False
I02,injury,19,20,19,20,0.5868527562275446,0.5868527562275446,True
I02,injury,20,21,20,21,1.6806956466163916,1.6806956466163916,True
I02,injury,21,22,21,22,3.2362638204280514,3.2362638204280514,False
I02,injury,22,23,22,23,1.1017677286954635,1.1017677286954635,True
I02,injury,23,24,23,24,2.0223088991919815,2.0223088991919815,False
I02,injury,24,25,24,25,2.9750622997871243,2.9750622997871243,False
I02,injury,25,26,25,26,3.71969369755449,3.71969369755449,False
I02,injury,26,27,26,27,3.8335144037836733,3.8335144037836733,False
I02,injury,27,28,27,28,6.562588681084736,6.562588681084736,False
I02,injury,28,29,28,29,3.866304986569887,3.866304986569887,False
I03,injury,0,1,0,1,2.8478907139906817,2.8478907139906817,False
I03,injury,1,2,1,2,2.137203866707483,2.137203866707483,False
I03,injury,2,3,2,3,6.856037440711289,6.856037440711289,False
I03,injury,3,4,3,4,6.54720374467326,6.54720374467326,False
I03,injury,4,5,4,5,0.9082861296970626,0.9082861296970626,True
I03,injury,5,6,5,6,5.309526684611263,5.309526684611263,False
I03,injury,6,7,6,7,2.0583076988922673,2.0583076988922673,False
I03,injury,7,8,7,8,2.7559895450712224,2.7559895450712224,False
I03,injury,8,9,8,9,3.0635789934380417,3.0635789934380417,False
I03,injury,9,10,9,10,2.5699688785075354,2.5699688785075354,False
I03,injury,10,11,10,11,4.028154270260592,4.028154270260592,False
I03,injury,11,12,11,12,4.271167782024229,4.271167782024229,False
I03,injury,12,13,12,13,2.5402711922100405,2.5402711922100405,False
I03,injury,13,14,13,14,2.400344844280418,2.400344844280418,False
I03,injury,14,15,14,15,3.7567415845777554,3.7567415845777554,False
I03,injury,15,16,15,16,4.282571966016174,4.282571966016174,False
I03,injury,16,17,16,17,0.37877480095104676,0.37877480095104676,True
I03,injury,17,18,17,18,9.12455825052582,9.12455825052582,False
I03,injury,18,19,18,19,5.235378364173011,5.235378364173011,False
I03,injury,19,20,19,20,2.0642776895056905,2.0642776895056905,False
I03,injury,20,21,20,21,2.18341434786449,2.18341434786449,False
I03,injury,21,22,21,22,5.340701395168289,5.340701395168289,False
I03,injury,22,23,22,23,3.23724436241467,3.23724436241467,False
I03,injury,23,24,23,24,3.362114639522591,3.362114639522591,False
I03,injury,24,25,24,25,4.372048341394165,4.372048341394165,False
I03,injury,25,26,25,26,1.18913467502025,1.18913467502025,True
I03,injury,26,27,26,27,4.200556663195051,4.200556663195051,False
I03,injury,27,28,27,28,6.214376106947706,6.214376106947706,False
I03,injury,28,29,28,29,4.224881366388408,4.224881366388408,False
I04,injury,0,1,0,1,3.581351078911039,3.581351078911039,False
I04,injury,1,2,1,2,1.8044702816000162,1.8044702816000162,True
I04,injury,2,3,2,3,0.6978457444155137,0.6978457444155137,True
I04,injury,3,4,3,4,4.657576463757723,4.657576463757723,False
I04,injury,4,5,4,5,5.773644409093461,5.773644409093461,False
I04,injury,5,6,5,6,2.41973648931699,2.41973648931699,False
I04,injury,6,7,6,7,2.5074049699703673,2.5074049699703673,False
I04,injury,7,8,7,8,1.9851211952897092,1.9851211952897092,True
I04,injury,8,9,8,9,5.543679753196393,5.543679753196393,False
I04,injury,9,10,9,10,2.999931719601854,2.999931719601854,False
I04,injury,10,11,10,11,4.478269074420043,4.478269074420043,False
I04,injury,11,12,11,12,2.0757063478541786,2.0757063478541786,False
I04,injury,12,13,12,13,3.378372833062816,3.378372833062816,False
I04,injury,13,14,13,14,4.270799579566456,4.270799579566456,False
I04,injury,14,15,14,15,5.042827481230255,5.042827481230255,False
I04,injury,15,16,15,16,4.782452881596679,4.782452881596679,False
I04,injury,16,17,16,17,3.815415614121052,3.815415614121052,False
I04,injury,17,18,17,18,1.5517997384013023,1.5517997384013023,True
I04,injury,18,19,18,19,3.4473308469852135,3.4473308469852135,False
I04,injury,19,20,19,20,1.8847718242928346,1.8847718242928346,True
I04,injury,20,21,20,21,3.782578234134827,3.782578234134827,False
I04,injury,21,22,21,22,2.3843544844027726,2.3843544844027726,False
I04,injury,22,23,22,23,1.605554945012319,1.605554945012319,True
I04,injury,23,24,23,24,2.564590152730967,2.564590152730967,False
I04,injury,24,25,24,25,1.3172445340361638,1.3172445340361638,True
I04,injury,25,26,25,26,7.582738975314473,7.582738975314473,False
I04,injury,26,27,26,27,2.5998396331418707,2.5998396331418707,False
I04,injury,27,28,27,28,3.3815213502122545,3.3815213502122545,False
I04,injury,28,29,28,29,3.0709171288807924,3.0709171288807924,False
I05,injury,0,1,0,1,5.216341060411705,5.216341060411705,False
I05,injury,1,2,1,2,9.810970650504718,9.810970650504718,False
I05,injury,2,3,2,3,2.4299033908045398,2.4299033908045398,False
I05,injury,3,4,3,4,1.9047307650373961,1.9047307650373961,True
I05,injury,4,5,4,5,3.6275660041600575,3.6275660041600575,False
I05,injury,5,6,5,6,2.3562004902451634,2.3562004902451634,False
I05,injury,6,7,6,7,2.2424649441869247,2.2424649441869247,False
I05,injury,7,8,7,8,3.2488493809305563,3.2488493809305563,False
I05,injury,8,9,8,9,0.4681778874591579,0.4681778874591579,True
I05,injury,9,10,9,10,8.194944819827409,8.194944819827409,False
I05,injury,10,11,10,11,6.181873943086263,6.181873943086263,False
I05,injury,11,12,11,12,2.038309022691031,2.038309022691031,False
I05,injury,12,13,12,13,6.087550059166605,6.087550059166605,False
I05,injury,13,14,13,14,8.111219028672455,8.111219028672455,False
I05,injury,14,15,14,15,4.768012511931122,4.768012511931122,False
I05,injury,15,16,15,16,3.9320431735635037,3.9320431735635037,False
I05,injury,16,17,16,17,6.533806689069723,6.533806689069723,False
I05,injury,17,18,17,18,3.8020866978880963,3.8020866978880963,False
I05,injury,18,19,18,19,6.049162139113157,6.049162139113157,False
I05,injury,19,20,19,20,1.154289950251441,1.154289950251441,True
I05,injury,20,21,20,21,3.987217142391703,3.987217142391703,False
I05,injury,21,22,21,22,2.9790848603944067,2.9790848603944067,False
I05,injury,22,23,22,23,1.0990372621419842,1.0990372621419842,True
I05,injury,23,24,23,24,5.019608731721846,5.019608731721846,False
I05,injury,24,25,24,25,1.8625812822990653,1.8625812822990653,True
I05,injury,25,26,25,26,4.755287511810858,4.755287511810858,False
I05,injury,26,27,26,27,2.352124975704788,2.352124975704788,False
I05,injury,27,28,27,28,5.979931027139162,5.979931027139162,False
I05,injury,28,29,28,29,6.276386389564342,6.276386389564342,False
I06,injury,0,1,0,1,5.61617427884095,5.61617427884095,False
I06,injury,1,2,1,2,2.58660178769245,2.58660178769245,False
I06,injury,2,3,2,3,2.2438732538210653,2.2438732538210653,False
I06,injury,3,4,3,4,3.5403528988229755,3.5403528988229755,False
I06,injury,4,5,4,5,7.660033823665558,7.660033823665558,False
I06,injury,5,6,5,6,2.6618859819177474,2.6618859819177474,False
I06,injury,6,7,6,7,2.3348579715854574,2.3348579715854574,False
I06,injury,7,8,7,8,8.48124439636441,8.48124439636441,False
I06,injury,8,9,8,9,7.338234847102148,7.338234847102148,False
I06,injury,9,10,9,10,8.35778997456209,8.35778997456209,False
I06,injury,10,11,10,11,3.1776645302645132,3.1776645302645132,False
I06,injury,11,12,11,12,3.309901428902755,3.309901428902755,False
I06,injury,12,13,12,13,3.11445678140646,3.11445678140646,False
I06,injury,13,14,13,14,2.318399610928392,2.318399610928392,False
I06,injury,14,15,14,15,3.036177652349948,3.036177652349948,False
I06,injury,15,16,15,16,1.8776284805571202,1.8776284805571202,True
I06,injury,16,17,16,17,5.476696833409418,5.476696833409418,False
I06,injury,17,18,17,18,1.1200631082200658,1.1200631082200658,True
I06,injury,18,19,18,19,3.17857825718444,3.17857825718444,False
I06,injury,19,20,19,20,2.0665121945616396,2.0665121945616396,False
I06,injury,20,21,20,21,5.4352629191885065,5.4352629191885065,False
I06,injury,21,22,21,22,6.322944124500541,6.322944124500541,False
I06,injury,22,23,22,23,3.9435953653027256,3.9435953653027256,False
I06,injury,23,24,23,24,1.3726134992463168,1.3726134992463168,True
I06,injury,24,25,24,25,6.24433869909161,6.24433869909161,False
I06,injury,25,26,25,26,4.843661367856019,4.843661367856019,False
I06,injury,26,27,26,27,5.860217449957699,5.860217449957699,False
I06,injury,27,28,27,28,2.7651170445282585,2.7651170445282585,False
I06,injury,28,29,28,29,2.5645251444115407,2.5645251444115407,False
I07,injury,0,1,0,1,3.0669651974715535,3.0669651974715535,False
I07,injury,1,2,1,2,2.6253290282451345,2.6253290282451345,False
I07,injury,2,3,2,3,0.5615137440977562,0.5615137440977562,True
I07,injury,3,4,3,4,2.54884067626779,2.54884067626779,False
I07,injury,4,5,4,5,3.4012604891716904,3.4012604891716904,False
I07,injury,5,6,5,6,5.283956652930562,5.283956652930562,False
I07,injury,6,7,6,7,5.269488581047035,5.269488581047035,False
I07,injury,7,8,7,8,2.680123839652929,2.680123839652929,False
I07,injury,8,9,8,9,1.9985768361343033,1.9985768361343033,True
I07,injury,9,10,9,10,5.764414527410112,5.764414527410112,False
I07,injury,10,11,10,11,3.583827304313176,3.583827304313176,False
I07,injury,11,12,11,12,8.314726135714974,8.314726135714974,False
I07,injury,12,13,12,13,3.1926737901471323,3.1926737901471323,False
I07,injury,13,14,13,14,4.2709006065662605,4.2709006065662605,False
I07,injury,14,15,14,15,6.054732533638277,6.054732533638277,False
I07,injury,15,16,15,16,3.311964084594445,3.311964084594445,False
I07,injury,16,17,16,17,1.2917607650773855,1.2917607650773855,True
I07,injury,17,18,17,18,5.640798726478018,5.640798726478018,False
I07,injury,18,19,18,19,5.785765332144775,5.785765332144775,False
I07,injury,19,20,19,20,3.668783046137747,3.668783046137747,False
I07,injury,20,21,20,21,2.102185336371176,2.102185336371176,False
I07,injury,21,22,21,22,5.756163157216363,5.756163157216363,False
I07,injury,22,23,22,23,3.1528802897245622,3.1528802897245622,False
I07,injury,23,24,23,24,7.2837821397857745,7.2837821397857745,False
I07,injury,24,25,24,25,9.470671777100419,9.470671777100419,False
I07,injury,25,26,25,26,3.5483033768724996,3.5483033768724996,False
I07,injury,26,27,26,27,3.798677061128901,3.798677061128901,False
I07,injury,27,28,27,28,2.6315961559800627,2.6315961559800627,False
I07,injury,28,29,28,29,6.337987135807313,6.337987135807313,False
I08,injury,0,1,0,1,3.5895874878886747,3.5895874878886747,False
I08,injury,1,2,1,2,2.483159632379214,2.483159632379214,False
I08,injury,2,3,2,3,5.531395274705277,5.531395274705277,False
I08,injury,3,4,3,4,3.805265961507222,3.805265961507222,False
I08,injury,4,5,4,5,5.579070371074143,5.579070371074143,False
I08,injury,5,6,5,6,6.395215165720499,6.395215165720499,False
I08,injury,6,7,6,7,4.807279161349953,4.807279161349953,False
I08,injury,7,8,7,8,2.0299032579497833,2.0299032579497833,False
I08,injury,8,9,8,9,6.531534191061632,6.531534191061632,False
I08,injury,9,10,9,10,8.216493113145889,8.216493113145889,False
I08,injury,10,11,10,11,2.7941412850269747,2.7941412850269747,False
I08,injury,11,12,11,12,1.402883897030704,1.402883897030704,True
I08,injury,12,13,12,13,3.9061090963042706,3.9061090963042706,False
I08,injury,13,14,13,14,6.20746469579418,6.20746469579418,False
I08,injury,14,15,14,15,4.06589493430078,4.06589493430078,False
I08,injury,15,16,15,16,1.358915721266286,1.358915721266286,True
I08,injury,16,17,16,17,3.975812547388567,3.975812547388567,False
I08,injury,17,18,17,18,5.7446555852806265,5.7446555852806265,False
I08,injury,18,19,18,19,1.2775216864449934,1.2775216864449934,True
I08,injury,19,20,19,20,2.6275306427372263,2.6275306427372263,False
I08,injury,20,21,20,21,1.9298016004122194,1.9298016004122194,True
I08,injury,21,22,21,22,5.552879357167556,5.552879357167556,False
I08,injury,22,23,22,23,2.1183137767077636,2.1183137767077636,False
I08,injury,23,24,23,24,3.3971124612791788,3.3971124612791788,False
I08,injury,24,25,24,25,4.910638814993587,4.910638814993587,False
I08,injury,25,26,25,26,4.997162149409142,4.997162149409142,False
I08,injury,26,27,26,27,2.0790294348842466,2.0790294348842466,False
I08,injury,27,28,27,28,5.61628678432594,5.61628678432594,False
I08,injury,28,29,28,29,1.693865516300049,1.693865516300049,True
I09,injury,0,1,0,1,5.161285931804817,5.161285931804817,False
I09,injury,1,2,1,2,9.449275415349353,9.449275415349353,False
I09,injury,2,3,2,3,5.413220784063761,5.413220784063761,False
I09,injury,3,4,3,4,3.7818407057949583,3.7818407057949583,False
I09,injury,4,5,4,5,4.183262300102086,4.183262300102086,False
I09,injury,5,6,5,6,2.8028258938383988,2.8028258938383988,False
I09,injury,6,7,6,7,5.4795107345521235,5.4795107345521235,False
I09,injury,7,8,7,8,5.6442234770249,5.6442234770249,False
I09,injury,8,9,8,9,5.1169938186375985,5.1169938186375985,False
I09,injury,9,10,9,10,2.19021438320205,2.19021438320205,False
I09,injury,10,11,10,11,6.154742988607154,6.154742988607154,False
I09,injury,11,12,11,12,0.63589904320365,0.63589904320365,True
I09,injury,12,13,12,13,1.8681500756907214,1.8681500756907214,True
I09,injury,13,14,13,14,2.984446197727555,2.984446197727555,False
I09,injury,14,15,14,15,1.1555456714187367,1.1555456714187367,True
I09,injury,15,16,15,16,1.458052040986411,1.458052040986411,True
I09,injury,16,17,16,17,7.5371265107802135,7.5371265107802135,False
I09,injury,17,18,17,18,5.07323411603751,5.07323411603751,False
I09,injury,18,19,18,19,7.482839128324799,7.482839128324799,False
I09,injury,19,20,19,20,3.6426162998545744,3.6426162998545744,False
I09,injury,20,21,20,21,0.9681144164287323,0.9681144164287323,True
I09,injury,21,22,21,22,1.847284006676856,1.847284006676856,True
I09,injury,22,23,22,23,3.446750104999756,3.446750104999756,False
I09,injury,23,24,23,24,4.313770337559981,4.313770337559981,False
I09,injury,24,25,24,25,2.777112993604207,2.777112993604207,False
I09,injury,25,26,25,26,1.650497285895031,1.650497285895031,True
I09,injury,26,27,26,27,4.432851717925006,4.432851717925006,False
I09,injury,27,28,27,28,5.75049438976567,5.75049438976567,False
I09,injury,28,29,28,29,1.6868699047411886,1.6868699047411886,True
I10,injury,0,1,0,1,2.052842248481424,2.052842248481424,False
I10,injury,1,2,1,2,4.18156081571399,4.18156081571399,False
I10,injury,2,3,2,3,1.1157277251142066,1.1157277251142066,True
I10,injury,3,4,3,4,6.977691720342533,6.977691720342533,False
I10,injury,4,5,4,5,1.129227422961211,1.129227422961211,True
I10,injury,5,6,5,6,2.7583445339086845,2.7583445339086845,False
I10,injury,6,7,6,7,0.7950493615916202,0.7950493615916202,True
I10,injury,7,8,7,8,4.82873903885287,4.82873903885287,False
I10,injury,8,9,8,9,6.992752858946103,6.992752858946103,False
I10,injury,9,10,9,10,5.381895533052508,5.381895533052508,False
I10,injury,10,11,10,11,2.90165450912089,2.90165450912089,False
I10,injury,11,12,11,12,3.9247709388571264,3.9247709388571264,False
I10,injury,12,13,12,13,3.0216742247158708,3.0216742247158708,False
I10,injury,13,14,13,14,3.9184977193954422,3.9184977193954422,False
I10,injury,14,15,14,15,6.492490304939645,6.492490304939645,False
I10,injury,15,16,15,16,6.111698695524763,6.111698695524763,False
I10,injury,16,17,16,17,2.5754462638153246,2.5754462638153246,False
I10,injury,17,18,17,18,7.60281334053268,7.60281334053268,False
I10,injury,18,19,18,19,6.418634095514168,6.418634095514168,False
I10,injury,19,20,19,20,5.302563621492516,5.302563621492516,False
I10,injury,20,21,20,21,4.523674613851526,4.523674613851526,False
I10,injury,21,22,21,22,0.9540220936354485,0.9540220936354485,True
I10,injury,22,23,22,23,2.340539445721932,2.340539445721932,False
I10,injury,23,24,23,24,4.166752818071284,4.166752818071284,False
I10,injury,24,25,24,25,5.016680154312732,5.016680154312732,False
I10,injury,25,26,25,26,1.8676008403335642,1.8676008403335642,True
I10,injury,26,27,26,27,2.0594968055668916,2.0594968055668916,False
I10,injury,27,28,27,28,4.152884593182146,4.152884593182146,False
I10,injury,28,29,28,29,4.224458242008949,4.224458242008949,False
I11,injury,0,1,0,1,4.664798387964912,4.664798387964912,False
I11,injury,1,2,1,2,4.790969191598736,4.790969191598736,False
I11,injury,2,3,2,3,0.6632587148905349,0.6632587148905349,True
I11,injury,3,4,3,4,6.359793448593795,6.359793448593795,False
I11,injury,4,5,4,5,6.064185996822113,6.064185996822113,False
I11,injury,5,6,5,6,0.45153841032598263,0.45153841032598263,True
I11,injury,6,7,6,7,2.8163744476737227,2.8163744476737227,False
I11,injury,7,8,7,8,8.462192408042295,8.462192408042295,False
I11,injury,8,9,8,9,2.1512880177931235,2.1512880177931235,False
I11,injury,9,10,9,10,3.2755129986048366,3.2755129986048366,False
I11,injury,10,11,10,11,7.620903074963089,7.620903074963089,False
I11,injury,11,12,11,12,9.076246014486484,9.076246014486484,False
I11,injury,12,13,12,13,1.8668578825058182,1.8668578825058182,True
I11,injury,13,14,13,14,4.3434143973483526,4.3434143973483526,False
I11,injury,14,15,14,15,6.536926483533786,6.536926483533786,False
I11,injury,15,16,15,16,1.9703304826485826,1.9703304826485826,True
I11,injury,16,17,16,17,2.9472277212868354,2.9472277212868354,False
I11,injury,17,18,17,18,7.399897237496524,7.399897237496524,False
I11,injury,18,19,18,19,4.310659194179159,4.310659194179159,False
I11,injury,19,20,19,20,6.4924633695691725,6.4924633695691725,False
I11,injury,20,21,20,21,3.8299365281215842,3.8299365281215842,False
I11,injury,21,22,21,22,1.8608954954719967,1.8608954954719967,True
I11,injury,22,23,22,23,4.240723341456099,4.240723341456099,False
I11,injury,23,24,23,24,5.551511760003595,5.551511760003595,False
I11,injury,24,25,24,25,3.610625312233052,3.610625312233052,False
I11,injury,25,26,25,26,4.717037990633483,4.717037990633483,False
I11,injury,26,27,26,27,3.4473889271479106,3.4473889271479106,False
I11,injury,27,28,27,28,4.542533445053762,4.542533445053762,False
I11,injury,28,29,28,29,3.4623247562466397,3.4623247562466397,False
I12,injury,0,1,0,1,1.2307366990073958,1.2307366990073958,True
I12,injury,1,2,1,2,2.736603765752195,2.736603765752195,False
I12,injury,2,3,2,3,3.863724074415323,3.863724074415323,False
I12,injury,3,4,3,4,3.660987317176552,3.660987317176552,False
I12,injury,4,5,4,5,2.5390195491065346,2.5390195491065346,False
I12,injury,5,6,5,6,3.9620121621323747,3.9620121621323747,False
I12,injury,6,7,6,7,1.0340733096595045,1.0340733096595045,True
I12,injury,7,8,7,8,4.426732250559418,4.426732250559418,False
I12,injury,8,9,8,9,2.9884718107268835,2.9884718107268835,False
I12,injury,9,10,9,10,7.695926940209805,7.695926940209805,False
I12,injury,10,11,10,11,4.013979824819834,4.013979824819834,False
I12,injury,11,12,11,12,1.6854474607687422,1.6854474607687422,True
I12,injury,12,13,12,13,1.3572981286692805,1.3572981286692805,True
I12,injury,13,14,13,14,8.122153085616088,8.122153085616088,False
I12,injury,14,15,14,15,4.679367170708736,4.679367170708736,False
I12,injury,15,16,15,16,4.197739391270144,4.197739391270144,False
I12,injury,16,17,16,17,3.4693302540252615,3.4693302540252615,False
I12,injury,17,18,17,18,1.7928564041496642,1.7928564041496642,True
I12,injury,18,19,18,19,2.3625841904352507,2.3625841904352507,False
I12,injury,19,20,19,20,4.970093501111171,4.970093501111171,False
I12,injury,20,21,20,21,2.4084265746828026,2.4084265746828026,False
I12,injury,21,22,21,22,5.658209572707458,5.658209572707458,False
I12,injury,22,23,22,23,3.589754121372764,3.589754121372764,False
I12,injury,23,24,23,24,5.1071241275084525,5.1071241275084525,False
I12,injury,24,25,24,25,1.5319566071102058,1.5319566071102058,True
I12,injury,25,26,25,26,0.9333359345530002,0.9333359345530002,True
I12,injury,26,27,26,27,0.13474027408331898,0.13474027408331898,True
I12,injury,27,28,27,28,2.2827401469638184,2.2827401469638184,False
I12,injury,28,29,28,29,9.06521223507312,9.06521223507312,False
I13,injury,0,1,0,1,3.5341840347686233,3.5341840347686233,False
I13,injury,1,2,1,2,2.3790411479232483,2.3790411479232483,False
I13,injury,2,3,2,3,2.786959421047379,2.786959421047379,False
I13,injury,3,4,3,4,7.496774239787685,7.496774239787685,False
I13,injury,4,5,4,5,4.127677329632164,4.127677329632164,False
I13,injury,5,6,5,6,4.3948765720795135,4.3948765720795135,False
I13,injury,6,7,6,7,3.321292620144985,3.321292620144985,False
I13,injury,7,8,7,8,1.2023081574784642,1.2023081574784642,True
I13,injury,8,9,8,9,5.836429584098467,5.836429584098467,False
I13,injury,9,10,9,10,2.1216027022072637,2.1216027022072637,False
I13,injury,10,11,10,11,4.633520977751383,4.633520977751383,False
I13,injury,11,12,11,12,7.276959427142629,7.276959427142629,False
I13,injury,12,13,12,13,4.620482692167482,4.620482692167482,False
I13,injury,13,14,13,14,0.7327568910216219,0.7327568910216219,True
I13,injury,14,15,14,15,2.761132235063776,2.761132235063776,False
I13,injury,15,16,15,16,3.2585482651345132,3.2585482651345132,False
I13,injury,16,17,16,17,3.420638470999824,3.420638470999824,False
I13,injury,17,18,17,18,2.081485152669488,2.081485152669488,False
I13,injury,18,19,18,19,5.62361593431291,5.62361593431291,False
I13,injury,19,20,19,20,6.48432407092579,6.48432407092579,False
I13,injury,20,21,20,21,7.172820785711815,7.172820785711815,False
I13,injury,21,22,21,22,4.111956995327493,4.111956995327493,False
I13,injury,22,23,22,23,5.821292846793828,5.821292846793828,False
I13,injury,23,24,23,24,2.9657497391417253,2.9657497391417253,False
I13,injury,24,25,24,25,1.1601426922858147,1.1601426922858147,True
I13,injury,25,26,25,26,2.908411674166205,2.908411674166205,False
I13,injury,26,27,26,27,5.608825106355071,5.608825106355071,False
I13,injury,27,28,27,28,0.8763814976162844,0.8763814976162844,True
I13,injury,28,29,28,29,6.376715916697938,6.376715916697938,False
I14,injury,0,1,0,1,4.792033967922668,4.792033967922668,False
I14,injury,1,2,1,2,4.198610649144987,4.198610649144987,False
I14,injury,2,3,2,3,3.4648839247587744,3.4648839247587744,False
I14,injury,3,4,3,4,1.9656793252999785,1.9656793252999785,True
I14,injury,4,5,4,5,0.4278876447632254,0.4278876447632254,True
I14,injury,5,6,5,6,2.4256107003450564,2.4256107003450564,False
I14,injury,6,7,6,7,6.901578775982738,6.901578775982738,False
I14,injury,7,8,7,8,4.447517541409256,4.447517541409256,False
I14,injury,8,9,8,9,1.4621584235528053,1.4621584235528053,True
I14,injury,9,10,9,10,8.195581925287712,8.195581925287712,False
I14,injury,10,11,10,11,3.3891387098430172,3.3891387098430172,False
I14,injury,11,12,11,12,2.319337315919945,2.319337315919945,False
I14,injury,12,13,12,13,7.808503721296114,7.808503721296114,False
I14,injury,13,14,13,14,5.09372281192638,5.09372281192638,False
I14,injury,14,15,14,15,3.0748339276789705,3.0748339276789705,False
I14,injury,15,16,15,16,2.169455281308272,2.169455281308272,False
I14,injury,16,17,16,17,7.865884710065249,7.865884710065249,False
I14,injury,17,18,17,18,3.2447233184210185,3.2447233184210185,False
I14,injury,18,19,18,19,1.8007557203679359,1.8007557203679359,True
I14,injury,19,20,19,20,2.999642263261868,2.999642263261868,False
I14,injury,20,21,20,21,5.74956230167283,5.74956230167283,False
I14,injury,21,22,21,22,5.374308466011857,5.374308466011857,False
I14,injury,22,23,22,23,6.010633550911018,6.010633550911018,False
I14,injury,23,24,23,24,2.8668124226426364,2.8668124226426364,False
I14,injury,24,25,24,25,2.3979143207093574,2.3979143207093574,False
I14,injury,25,26,25,26,0.7395121054564452,0.7395121054564452,True
I14,injury,26,27,26,27,1.1000736574777983,1.1000736574777983,True
I14,injury,27,28,27,28,5.355023073556412,5.355023073556412,False
I14,injury,28,29,28,29,5.423105996475745,5.423105996475745,False
I15,injury,0,1,0,1,1.6264667439238518,1.6264667439238518,True
I15,injury,1,2,1,2,5.448426964971457,5.448426964971457,False
I15,injury,2,3,2,3,3.726354264979563,3.726354264979563,False
I15,injury,3,4,3,4,2.30624454229815,2.30624454229815,False
I15,injury,4,5,4,5,2.2823260977003956,2.2823260977003956,False
I15,injury,5,6,5,6,4.18320738375413,4.18320738375413,False
I15,injury,6,7,6,7,2.2347963690945756,2.2347963690945756,False
I15,injury,7,8,7,8,3.417375810874524,3.417375810874524,False
I15,injury,8,9,8,9,5.790670095231973,5.790670095231973,False
I15,injury,9,10,9,10,8.207678276909746,8.207678276909746,False
I15,injury,10,11,10,11,3.67064928268309,3.67064928268309,False
I15,injury,11,12,11,12,2.4336322820430873,2.4336322820430873,False
I15,injury,12,13,12,13,3.947410033089559,3.947410033089559,False
I15,injury,13,14,13,14,3.668573320356857,3.668573320356857,False
I15,injury,14,15,14,15,4.318015023202153,4.318015023202153,False
I15,injury,15,16,15,16,9.327527139556928,9.327527139556928,False
I15,injury,16,17,16,17,4.016658138987224,4.016658138987224,False
I15,injury,17,18,17,18,6.804815808839799,6.804815808839799,False
I15,injury,18,19,18,19,4.379899706246765,4.379899706246765,False
I15,injury,19,20,19,20,3.6563771868001536,3.6563771868001536,False
